Municipality,2012,2011,2010,2009,2008
Barrie,27.1,27.6,52.2,46.4,
Brant,,,,,16.8
Hamilton,31.7,27.8,24.4,23.1,25.5
London,44.5,43.2,42.9,39.9,38.3
Ottawa,44.7,48.6,44.5,31.3,27.6
Sudbury (Greater),36.2,29.8,28.7,27.5,22.8
Thunder Bay,48.7,41.1,34.7,62.0,25.4
Toronto,38.6,36.3,38.0,35.9,38.3
Waterloo,36.5,32.3,28.1,21.0,18.4
Windsor,41.7,40.1,44.6,38.8,42.9
Winnipeg,28.1,23.9,22.9,23.7,
