Municipality,2012,2011,2010,2009,2008
Barrie,,0.93,1.60,1.45,
Brant,,,,,5.65
Hamilton,1.62,1.94,1.86,2.38,2.44
London,1.64,1.79,1.87,1.93,2.04
Ottawa,1.91,2.13,2.26,2.66,2.25
Sudbury (Greater),2.96,2.99,2.98,1.95,1.94
Thunder Bay,2.61,2.55,2.61,2.37,2.34
Toronto,2.56,2.79,2.82,2.89,2.73
Waterloo,1.91,2.05,2.26,2.47,2.27
Windsor,1.41,1.41,3.11,2.66,3.01
Winnipeg,1.54,1.55,1.38,,
