Municipality,2012,2011,2010,2009,2008
Barrie,0.28,0.13,0.04,,
Brant,,,,,
Hamilton,0.55,0.32,0.12,0.05,
London,0.39,0.26,0.13,0.08,
Ottawa,0.52,0.28,0.09,0.05,
Sudbury (Greater),0.20,0.19,0.01,,
Thunder Bay,0.32,0.14,0.05,0.02,
Toronto,0.38,0.19,0.09,0.05,
Waterloo,0.32,0.16,0.11,0.05,
Windsor,0.28,0.21,0.07,,
Winnipeg,0.31,0.17,0.08,0.04,
