Municipality,2012,2011,2010,2009,2008
Barrie,2.47,2.64,3.44,4.32,
Brant,,,,,3.89
Hamilton,7.08,7.70,6.57,6.64,6.48
London,8.35,8.83,8.70,7.91,7.88
Ottawa,5.22,5.69,5.73,5.51,5.35
Sudbury (Greater),6.18,7.14,6.86,6.27,6.21
Thunder Bay,5.13,6.30,6.12,4.83,5.07
Toronto,6.76,6.83,6.62,6.37,5.91
Waterloo,2.86,2.61,3.08,3.38,2.68
Windsor,5.05,5.05,5.71,4.88,4.22
Winnipeg,3.82,3.89,3.92,4.11,
