Municipality,2012,2011,2010,2009,2008
Barrie,32.9,37.0,38.1,39.3,
Brant,,,,,29.9
Hamilton,34.6,34.4,34.3,32.9,33.0
London,42.0,42.3,42.1,42.9,43.1
Ottawa,31.4,31.7,28.6,27.2,27.0
Sudbury (Greater),46.6,44.1,42.1,41.7,45.4
Thunder Bay,27.0,29.5,23.0,23.3,22.4
Toronto,34.3,38.7,39.3,36.6,30.3
Waterloo,27.7,29.8,30.7,31.7,30.5
Windsor,46.1,40.6,37.4,51.8,48.2
Winnipeg,19.6,20.6,21.3,22.1,
