Municipality,2012,2011,2010,2009,2008
Barrie,5.0,5.5,11.0,10.8,
Brant,,,,,3.7
Hamilton,10.2,9.0,6.9,6.5,6.8
London,18.0,17.5,17.0,14.6,13.2
Ottawa,15.6,19.2,16.3,9.5,7.8
Sudbury (Greater),9.9,7.8,7.3,6.0,5.3
Thunder Bay,15.2,12.3,9.4,16.2,8.2
Toronto,13.5,12.8,13.5,12.2,12.7
Waterloo,6.6,5.6,4.9,3.5,2.8
Windsor,9.3,8.7,9.4,7.4,8.5
Winnipeg,5.3,4.3,4.1,4.1,
